id|Name|Sex|Age|Height|Weight|Team
6009|Yevgeny Romanovich Grishin|M|32|174|78|Soviet Union
6010|Anastasiya Nikolayevna Grishina|F|16|146|37|Russia
6011|Oksana Yuryevna Grishina|F|31|160|58|Russia
6012|Mindaugas Grikonis|M|30|190|92|Lithuania
6013|Eduard Vyacheslavovich Gritsun|M|20|179|72|Russia
6014|Igor Anatolyevich Grivennikov|M|20|198|90|Soviet Union
6015|Vasile Groap|M|29|175|100|Romania
6016|Jakob Grob|M|29|191|85|Switzerland
6017|Wilfried Grbner|M|26|182|70|East Germany
6018|Patrick Groc|M|23|183|78|France
6019|Hans Grodotzki|M|24|175|65|Germany
6020|Renate Titzia Groenewold|F|29|180|74|Netherlands
6021|Zdenk Groessl|M|27|189|89|Czechoslovakia
6022|Tim Grohmann|M|23|194|98|Germany
6023|Hindrik Harmannus Arnoldus "Henk" Grol|M|27|190|100|Netherlands
6024|Lyudmila Pavlovna Gromova|F|21|157|52|Soviet Union
6025|Mariya Igorevna Gromova|F|28|172|61|Russia
6026|Bernd Grne|M|25|196|85|West Germany
6027|Peter Grning|M|21|170|65|Germany
6028|Jouni Johannes Grnman|M|22|160|67|Finland
6029|Tuomas Oskar Grnman|M|23|192|95|Finland
6030|Andrzej Jerzy Gronowicz|M|25|176|75|Poland
6031|Chantal Groot|F|21|175|62|Netherlands
6032|Stefan Groothuis|M|32|181|78|Netherlands
6033|Manuela Gro (-Leupold)|F|19|162|51|East Germany-2
6034|Marcus Gro|M|26|182|85|Germany
6035|Michael Gro|M|24|201|88|West Germany
6036|Piero Gros|M|21|180|77|Italy
6037|Ricco Gro|M|35|179|75|Germany
6038|Yelena Nikolayevna Grosheva (-Barakatt)|F|17|153|41|Russia
6039|Edgar Alain Grospiron|M|24|175|80|France
6040|Kurt David Grote|M|22|188|82|United States
6041|Gisela Grothaus|F|17|164|58|West Germany
6042|Alan Geoffrey Grover|M|24|167|51|Australia
6043|Kristina Nicole Groves|F|33|175|66|Canada
6044|Madeline Groves|F|21|179|66|Australia
6045|Alexander John "Alex" Groza|M|21|200|100|United States
6046|Mariya Zdravkova Grozdeva (Grigorova-)|F|32|163|63|Bulgaria
6047|Svetlana Khristoforovna Grozdova (-Mikhalitseva)|F|17|156|41|Soviet Union
6048|Timothy John "Tim" Grubb|M|30|170|55|Great Britain
6049|Bernhard Gruber|M|31|185|71|Austria
6050|Herbert Gruber|M|25|183|80|Austria-1
6051|Michael Gruber|M|26|182|67|Austria
6052|Luka Grubor|M|26|198|102|Great Britain
6053|Sylwia Gruchaa|F|22|172|59|Poland
6054|Sandrine Gruda|F|25|193|83|France
6055|Jzef Grudzie|M|29|170|63|Poland
6056|Hans Gruhne|M|27|193|92|Germany
6057|Gheorghe Gruia|M|31|192|90|Romania
6058|Gauthier Grumier|M|32|188|83|France
6059|Andreas "Andi" Grnenfelder|M|27|175|70|Switzerland
6060|Klaus Gruner|M|27|187|85|East Germany
6061|Martina Grunert (-Koch, -Abresch)|F|19|162|57|East Germany
6062|Ernest "Ernie" Grunfeld|M|21|198|102|United States
6063|Emil Grnig|M|33|176|70|Switzerland
6064|Klaus-Jrgen Grnke|M|25|172|73|East Germany
6065|Vitalie Gruac|M|23|176|72|Moldova
6066|Stefan Grtzner|M|24|179|105|East Germany
6067|Stoyanka Gruycheva-Kurbatova|F|25|174|74|Bulgaria
6068|David Mills "Dave" Grylls|M|26|183|62|United States
6069|Jzef Grzesiak|M|23|182|75|Poland
6070|Maja Corina Grnbek|F|29|180|74|Denmark
6071|Christian Grnborg|M|26|183|93|Denmark
6072|Harald Grnningen|M|33|191|80|Norway
6073|Audun Grnvold|M|33|186|88|Norway
6074|Roar Grnvold|M|25|186|80|Norway
6075|Peter Gschnitzer|M|26|185|89|Italy-1
6076|Bernhard Gstrein|M|22|184|88|Austria
6077|Gu Bon-Gil|M|23|182|70|South Korea
6078|Gu Dae-Seong|M|31|183|82|South Korea
6079|Gu Ja-Cheol|M|23|182|83|South Korea
6080|Gu Jun|F|25|165|62|China-2
6081|Gu Yong-Jo|M|21|172|57|North Korea
6082|Guan Weizhen|F|28|172|70|China-1
6083|Jorge Guardiola Hay|M|25|174|84|Spain
6084|Lucie Guay|F|25|169|65|Canada
6085|Ivan Gubijan|M|25|172|83|Yugoslavia
6086|Gyrgy Guczoghy|M|18|171|66|Hungary
6087|Leo Gudas|M|26|183|85|Czechoslovakia
6088|Franziska Gude (-Lwe)|F|28|165|62|Germany
6089|Marcia Gudereit (Schiml-)|F|32|165|68|Canada
6090|Tatiana "Tania" Guderzo|F|23|160|55|Italy
6091|Daina Gudzineviit|F|34|178|76|Lithuania
6092|Raoul Pierre Gueguen|M|21|172|65|France
6093|Christophe Ren Marcel Gunot|M|29|178|74|France
6094|Steeve Franois Fabien Gunot|M|26|172|66|France
6095|Steve Guerdat|M|30|182|70|Switzerland
6096|Michelle Guerette|F|27|180|77|United States
6097|William Robert "Bill" Guerin|M|31|188|95|United States
6098|Evandro Motta Guerra|M|34|207|106|Brazil
6099|Patricia Guerra Cabrera|F|27|181|69|Spain
6100|Pietro Paolo Guerra|M|21|171|71|Italy
6101|Belem Guerrero Mndez|F|30|160|58|Mexico
6102|Giancarlo Guerrini|M|20|181|72|Italy
6103|David Guest|M|26|177|75|Australia
6104|Ana Gabriela Guevara Espinoza|F|27|173|61|Mexico
6105|Edith Gufler|F|21|178|65|Italy
6106|Ronaldo Guiaro|M|22|186|77|Brazil
6107|Brigitte Guibal|F|29|170|58|France
6108|Rianne Dorian Guichelaar|F|24|174|63|Netherlands
6109|Pierre Guichot|M|29|182|70|France
6110|Carlette Denise Guidry-White (-Falkquay)|F|27|168|50|United States
6111|Michal Yves Robert Guigou|M|34|179|79|France
6112|Lucien Guiguet|M|26|177|67|France
6113|Rafael Guijosa Castillo|M|31|182|78|Spain
6114|Leandro Marques Guilheiro|M|24|176|81|Brazil
6115|Sylvain Guillaume|M|29|171|61|France
6116|Joseph Guillemot|M|20|160|55|France
6117|Mario Omar Guilloti Gonzlez|M|22|164|67|Argentina
6118|Fernand Guillou|M|22|180|78|France
6119|Jonathan Guilmette|M|27|180|75|Canada
6120|Henrique Carlos Serra Azul Guimares|M|23|172|66|Brazil
6121|Jacques "Jack" Guittet|M|34|180|65|France
6122|Mria Gulcsy (-Jrmy)|F|27|165|64|Hungary
6123|Ingrid Gulbin-Engel-Krmer|F|21|158|56|Germany
6124|Ragnhild ren Gulbrandsen|F|23|171|71|Norway
6125|Solveig Ingersdatter Gulbrandsen (-Andreassen)|F|19|170|61|Norway
6126|Wolfgang Gldenpfennig|M|24|182|82|East Germany
6127|Zafar Safar ogly Guliyev|M|24|154|48|Russia
6128|Alejandra Laura Gulla|F|31|165|62|Argentina
6129|Gary Gullock|M|26|188|85|Australia
6130|Krista Guloien|F|32|177|73|Canada
6131|Nikolay Alekseyevich Gulyayev|M|22|192|88|Soviet Union
6132|Vadim Vladimirovich Gulyayev|M|31|183|90|Soviet Union
6133|Rudy Gunawan|M|25|185|83|Indonesia-1
6134|Tony Gunawan|M|25|173|80|Indonesia
6135|Saida Gunba (-Kikidze)|F|20|168|74|Soviet Union
6136|Stoyan Gunchev|M|22|178|78|Bulgaria
6137|Vladimir Ilyich Gundartsev|M|23|178|72|Soviet Union
6138|Jacob Gundersen|M|32|178|83|Norway
6139|Trude Gundersen (-Lehmann)|F|23|170|63|Norway
6140|Roland Gune|M|32|197|95|Romania
6141|Hasan Gngr|M|30|178|87|Turkey
6142|Wolfgang Gunkel|M|24|192|92|East Germany
6143|Chanda Leigh Gunn|F|26|170|63|United States
6144|Martin Ingemar Gunnarsson|M|37|178|86|United States
6145|Rbert Gunnarsson|M|28|190|100|Iceland
6146|Sally Jane Janet Gunnell (-Bigg)|F|25|167|58|Great Britain
6147|Stig-Arne Gunnestad|M|35|187|78|Norway
6148|Thomas Gunst|M|25|173|75|West Germany
6149|Rudolf Gnthardt|M|23|168|70|Switzerland
6150|Dettlef Gnther|M|21|181|90|East Germany
6151|Roland Gnther|M|21|179|72|West Germany
6152|Sarah Gnther|F|21|167|55|Germany
6153|Werner Gnthr|M|27|200|128|Switzerland
6154|Guo Yue|F|16|165|54|China-2
6155|Lorena Gurndez Garca|F|15|170|46|Spain
6156|Gyrgy Gurics|M|23|176|87|Hungary
6157|Hilda Carolyn Gurney|F|32|168|63|United States
6158|Milko urovski|M|21|178|74|Yugoslavia
6159|Donna-Marie Gurr|F|17|167|50|Canada
6160|Yelena Ilyinichna Guryeva|F|21|168|57|Soviet Union
6161|Aleksey Mikhaylovich Guryshev|M|30|183|84|Soviet Union
6162|Mariya Ivanovna Gusakova (Kudimova-)|F|32|159|59|Soviet Union
6163|Aleksey Vasilyevich Gusarov|M|33|190|87|Russia
6164|Ilona Maria Gusenbauer (Majdan-)|F|24|181|67|Austria
6165|Aleksandr Petrovich Gusev|M|25|173|74|Soviet Union
6166|Aleksandr Vladimirovich Gusev|M|29|185|80|Soviet Union
6167|Sergey Gusev|M|20|183|83|Soviet Union
6168|Elina Aleksandrovna Guseva|F|28|183|67|Unified Team
6169|Aleksey Petrovich Gushchin|M|38|170|84|Soviet Union
6170|Eduard Viktorovich Gushchin|M|28|192|126|Soviet Union
6171|Yuliya Aleksandrovna Gushchina|F|29|174|61|Russia
6172|Koji Gushiken|M|27|162|58|Japan
6173|Bradley Raymond "Brad" Gushue|M|25|183|77|Canada
6174|Reinhard Gust|M|22|190|92|East Germany
6175|Karin Elisabet Gustafson (Johansson-)|F|33|164|59|Sweden
6176|Sven Tomas Gustafson|M|28|175|70|Sweden
6177|Bo Henning Gustafsson|M|29|175|64|Sweden
6178|Mattias Oskar Gustafsson|M|34|193|104|Sweden
6179|Tina Isabel Gustafsson|F|17|178|66|Sweden
6180|Toini Gustafsson (Karvonen-, -Rnnlund)|F|30|162|54|Sweden
6181|Gustavo Endres|M|32|203|98|Brazil
6182|Linda Lee Gustavson (-McGuire)|F|18|175|61|United States
6183|Bjrgvin Pll Gustavsson|M|23|192|90|Iceland
6184|Bridgette Marie Gusterson (-Ireland)|F|27|180|74|Australia
6185|Diana Vladimirovna Gustilina|F|30|180|72|Russia
6186|Lara Gut|F|22|160|58|Switzerland
6187|Zbigniew Gut|M|23|179|77|Poland
6188|Karin Guthke (-Hrtig)|F|23|164|52|East Germany
6189|Jorge Gutirrez Espinosa|M|24|180|71|Cuba
6190|Juan Pedro Gutirrez Llanas|M|24|204|112|Argentina
6191|Leonardo Martn Gutirrez|M|30|200|105|Argentina
6192|Robert Allen "Bob" Gutowski|M|21|183|68|United States
6193|Torsten Ren Gutsche|M|28|181|78|Germany
6194|Albert Lovejoy Gutterson|M|24|185|82|United States
6195|Kroly Gttler|M|28|188|85|Hungary
6196|Fabrice Jean-Marie Guy|M|29|173|63|France
6197|James George Guy|M|20|187|83|Great Britain
6198|Brice Emmanuel Guyart|M|23|186|75|France
6199|Jean-Jacques Guyon|M|35|171|60|France
6200|Elisabeta Guzganu-Tufan|F|27|160|54|Romania
6201|Snorri Steinn Gujnsson|M|26|187|86|Iceland
6202|Hreiar Lev Gumundsson|M|27|193|96|Iceland
6203|Davit Gvantseladze|M|27|167|73|Soviet Union
6204|Gwak Dong-Han|M|24|183|90|South Korea
6205|Gwak Yun-Gi|M|20|164|57|South Korea
6206|Gwon Hyeok|M|24|187|90|South Korea
6207|Horace "Lefty" Gwynne|M|19|157|53|Canada
6208|Andrea Gyarmati (-Hesz)|F|18|170|64|Hungary
6209|Dezs Gyarmati|M|36|186|83|Hungary
6210|Olga Gyarmati (-Vrkonyi, -Aczl)|F|23|166|57|Hungary
6211|Kate Gynther|F|30|175|73|Australia
6212|Mikhail Asenov Gyonin|M|26|178|67|Bulgaria
6213|Mario-Elio Gyr|M|31|187|76|Switzerland
6214|Ileana Gyulai-Drmb-Jenei|F|26|164|61|Romania
6215|Zsolt Gyulay|M|27|187|90|Hungary
6216|Jzsef Gyuricza|M|22|175|66|Hungary
6217|Ginka Gyurova|F|26|174|68|Bulgaria
6218|Krasimira Gyurova|F|22|164|60|Bulgaria
6219|Dniel Gyurta|M|23|185|77|Hungary
6220|Kazimierz Aleksander Gzowski|M|26|171|67|Poland
6221|Ha Hyeong-Ju|M|22|184|95|South Korea
6222|Ha Tae-Gwon|M|29|187|87|South Korea-2
6223|Kathrin Haacker|F|25|181|72|Germany
6224|Anna Margret Haag (Hansson-)|F|27|163|58|Sweden
6225|Christl Haas|F|24|177|70|Austria
6226|Josef Haas|M|30|178|71|Switzerland
6227|Karl-Friedrich Haas|M|25|186|72|Germany
6228|Thomas Mario "Tommy" Haas|M|22|188|78|Germany
6229|Francis Townley Haas|M|19|196|84|United States
6230|Helga Haase (Obschernitzki-)|F|25|160|64|Germany
6231|Mandy Haase|F|22|164|58|Germany
6232|Arvo Jaakko Haavisto|M|28|172|70|Finland
6233|Bruno Habrovs|M|21|182|78|Soviet Union
6234|Vladimr Haber|M|23|179|81|Czechoslovakia
6235|Heiko Habermann|M|25|194|87|East Germany
6236|Emam Ali Habibi Goudarzi|M|25|172|73|Iran
6237|Florencia Martina Habif|F|18|161|47|Argentina
6238|Gianna Habltzel-Brki|F|30|162|50|Switzerland
6239|Marcel Hacker|M|23|196|101|Germany
6240|Robert William "Bobby" Hackett, Jr.|M|16|188|83|United States
6241|Grant George Hackett|M|28|198|96|Australia
6242|Georg Hackl|M|35|172|79|Germany
6243|Soraya Haddad|F|23|155|52|Algeria
6244|Ehsan Haddadi|M|27|192|120|Iran
6245|Annette Hadding|F|16|175|58|Germany
6246|Michael Florian Hadschieff|M|24|185|75|Austria
6247|Sabit Hadi|M|26|188|78|Yugoslavia
6248|Harold H. "Hal" Haenel|M|33|190|111|United States
6249|Toby Christian Haenen|M|22|191|84|Australia
6250|Ann Haesebrouck|F|20|177|70|Belgium
6251|Dirk Hafemeister|M|30|185|85|West Germany
6252|Kai Hfner|M|27|192|95|Germany
6253|Reinhard Hfner|M|24|174|62|East Germany
6254|Ryunosuke Haga|M|25|186|100|Japan
6255|Roman Hagara|M|38|171|68|Austria
6256|Carl Oliver Ruud Hagelin|M|25|182|85|Sweden
6257|Birgit Hagen (-Blasberg)|F|27|165|55|West Germany
6258|Erich Walter Hagen|M|23|174|74|Germany
6259|Horst Hagen|M|22|194|90|East Germany
6260|Eva Hagenbumer (-Hansen)|F|25|176|65|Germany
6261|Axel Hager|M|31|202|97|Germany-1
6262|Marcus William "Mark" Hager|M|32|180|74|Australia
6263|Jamie Hagerman|F|24|175|77|United States
6264|Joseph "Joey" Hagerty|M|26|163|61|United States
6265|James "Jim" Haggarty|M|21|180|76|Canada
6266|Hans Lennart Hggroth|M|23|180|76|Sweden
6267|Kosuke Hagino|M|21|177|71|Japan
6268|Inger Anna Maria Haglund|F|20|170|65|Sweden
6269|Niklas Hagman|M|30|183|92|Finland
6270|Charles Archibald "Archie" Hahn|M|25|167|64|United States
6271|Birgit Hahn|F|26|166|60|West Germany
6272|Norbert Hahn|M|26|180|73|East Germany-1
6273|Lisa Hahn-Altenburg|F|26|155|58|Germany
6274|Gerhard Haidacher|M|28|186|87|Austria-1
6275|Juliette Anne Haigh|F|29|176|69|New Zealand
6276|Robert Irwin Haigh|M|31|170|66|Australia
6277|Robert Bentley "Robbie" Haines, Jr.|M|30|188|95|United States
6278|Nicole Lee Haislett (-Bacher)|F|19|172|64|United States
6279|Paul William Hait|M|20|194|90|United States
6280|Laszlo Erik Hajas|M|33|182|82|Sweden
6281|Andreas Hajek|M|32|195|100|Germany
6282|Jiina Hjkov|F|26|160|54|Czechoslovakia
6283|Bertalan Hajts|M|26|173|75|Hungary
6284|Ulla Margareta Mileva Hkansson (Svenfelt-)|F|46|170|55|Sweden
6285|Biurakn Hakhverdian|F|22|172|65|Netherlands
6286|Henri Hkkinen|M|28|189|86|Finland
6287|Aika Hakoyama|F|25|176|65|Japan
6288|Veikko Johannes Hakulinen|M|35|173|66|Finland
6289|Murray Gordon Halberg|M|27|178|62|New Zealand
6290|Donald Stanley "Don" Haldeman|M|29|186|93|United States
6291|Harold "Slim" Halderson|M|20|190|91|Canada
6292|Burdette Eliele "Burdie" Haldorson|M|26|206|102|United States
6293|Arman Hall|M|22|183|75|United States
6294|Darnell Kenneth Hall|M|20|183|78|United States
6295|Dennis William Hall|M|25|160|55|United States
6296|Ervin Henry "Erv" Hall|M|21|183|75|United States
6297|Evelyne Ruth Hall (Davidson-, -Adams, -Butler)|F|22|167|58|United States
6298|Gary Wayne Hall, Sr.|M|24|186|74|United States
6299|Kaye Marie Hall (-Greff)|F|17|171|65|United States
6300|Samuel Wesley "Sam" Hall|M|23|175|70|United States
6301|Thomas Hall|M|26|182|82|Canada
6302|Winslow William Hall|M|20|193|77|United States
6303|Gary Wayne Hall, Jr.|M|29|198|99|United States
6304|Ian Hallam|M|27|193|71|Great Britain
6305|Steven Leslie Hallard|M|27|188|84|Great Britain
6306|sgeir rn Hallgrmsson|M|24|191|92|Iceland
6307|Jeanne Courtney Hallock (-Craig)|F|17|173|61|United States
6308|Norman Frederick Hallows|M|21|175|60|Great Britain
6309|Kalle Niilo Ponteva Halonen|M|19|173|73|Finland
6310|Robert Sherman "Bob" Halperin|M|52|183|93|Shrew II
6311|Arne Halse|M|20|172|80|Norway
6312|Trine Haltvik|F|35|172|71|Norway
6313|Joachim Halupczok|M|20|180|78|Poland
6314|Jan Ivar Halvarsson|M|25|182|73|Sweden
6315|Keiko Hama|F|24|172|69|Japan
6316|Kyoko Hamaguchi|F|30|170|72|Japan
6317|Yoshihiro Hamaguchi|M|26|183|78|Japan
6318|Vesa Erik Hmlinen|M|28|188|90|Finland
6319|Kalevi Nikolai Hmlinen|M|27|172|65|Finland
6320|Pentti Olavi Hmlinen|M|26|165|54|Finland
6321|Helmut Hamann|M|23|175|62|Germany
6322|Davit Hambardzumyan|M|24|175|74|Soviet Union
6323|Sharon Hambrook (-Boreyko)|F|21|159|52|Canada
6324|Fabian Hambchen|M|28|164|62|Germany
6325|Charles Hamelin|M|29|175|71|Canada
6326|Franois Hamelin|M|23|175|73|Canada
6327|Daniel "Dan" Hamhuis|M|31|185|92|Canada
6328|Abdul Hamid|M|22|163|64|Pakistan
6329|Khalid Hamid|M|23|169|65|Pakistan
6330|Dorothy Stuart Hamill (-Martin, -Forsythe)|F|19|160|55|United States
6331|Brutus Kerr Hamilton|M|19|183|80|United States
6332|Claire Hamilton|F|25|170|63|Great Britain
6333|Douglas "Doug" Hamilton|M|25|186|83|Canada
6334|William Franklin "Frank" Hamilton|M|24|176|70|United States
6335|Kyle Hamilton|M|30|199|96|Canada
6336|Scott Scovell Hamilton|M|25|160|50|United States
6337|Erin Mullady Hamlin|F|27|170|65|United States
6338|Edward Barton "Ed" Hamm|M|22|179|70|United States
6339|Mariel Margaret "Mia" Hamm (-Corry, -Garciaparra)|F|32|165|56|United States
6340|Morgan Carl Hamm|M|21|165|65|United States
6341|Paul Elbert Hamm|M|21|165|62|United States
6342|Abderrahmane Hammad Zaheer|M|23|189|70|Algeria
6343|Ferenc Hammang|M|36|184|77|Hungary
6344|Pauline Louisa Hammarlund|F|22|172|65|Sweden
6345|Sarah Kathryn Hammer (-Sparks)|F|32|171|65|United States
6346|Hubert Hammerer|M|34|172|78|Austria
6347|Lszl Hammerl|M|26|179|90|Hungary
6348|Gro Hammerseng (-Hammerseng-Edin)|F|28|180|68|Norway
6349|Rebecca Lynn "Becky" Hammon|F|31|168|62|Russia
6350|Kathleen "Kathy" Hammond (-Tyson)|F|20|170|55|United States
6351|Robert Rodney "Rob" Hammond|M|27|176|75|Australia
6352|Wayne Gary Hammond|M|27|184|75|Australia
6353|Jen Arhand "Gene" Hmori|M|23|183|77|Hungary
6354|Olaf Hampel|M|32|183|98|Germany-2
6355|Thomas "Tommy" Hampson|M|24|184|69|Great Britain
6356|Millard Frank Hampton, Jr.|M|20|180|75|United States
6357|Sven Helge Hamrin|M|23|176|72|Sweden
6358|Roman Hamrlk|M|23|186|95|Czech Republic
6359|Han Geum-Sil|F|20|169|63|South Korea
6360|Han Gi-Ju|M|21|186|90|South Korea
6361|Han Gyong-Si|M|26|155|56|North Korea
6362|Han Hwa-Su|F|21|167|73|South Korea
6363|Han Hyeon-Suk|F|18|175|62|South Korea
6364|Han Hyeong-Bae|M|24|184|82|South Korea
6365|Han Myeong-U|M|31|170|84|South Korea
6366|Han O-Gyeong|F|22|162|57|South Korea
6367|Han Pil-Hwa|F|22|170|61|North Korea
6368|Han Seon-Hui|F|23|174|65|South Korea
6369|Han Sun-Cheol|M|27|178|60|South Korea
6370|Ying Han|F|33|170|60|Germany
6371|Tsutomu Hanahara|M|24|160|58|Japan
6372|Jakub Hank|M|21|193|96|Czech Republic
6373|Sren Hancke|M|20|191|76|Web II
6374|Vincent Hancock|M|23|173|80|United States
6375|Yuriko Handa|F|24|166|60|Japan
6376|Lilies Handayani|F|23|155|50|Indonesia
6377|Takuya Haneda|M|29|175|70|Japan
6378|Tayyiba Mumtaz Haneef-Park|F|33|200|82|United States
6379|Birgitte Hanel|F|30|170|63|Denmark
6380|Horst Ulrich "Uli" Hnel|M|31|182|77|West Germany
6381|Martin Hner|M|27|184|83|Germany
6382|Fiona Hanes-Crawford|F|27|158|56|Australia
6383|Halvard Hanevold|M|40|181|75|Norway
6384|Cornelia Hanisch|F|32|163|54|West Germany
6385|Wolfgang Hanisch|M|29|187|105|East Germany
6386|Simone Hankin|F|27|182|80|Australia
6387|Richard Dennis "Dick" Hanley|M|20|183|79|United States
6388|David Patrick "Dave" Hannan|M|30|178|82|Canada
6389|Thomas G. "Tommy" Hannan|M|20|188|91|United States
6390|Sven Hannawald (Phler-)|M|27|184|64|Germany
6391|Ren Hannemann|M|25|188|80|Germany-1
6392|Lynley Joye Hannen (-Coventry)|F|24|175|70|New Zealand
6393|Kauko Antero Hnninen|M|26|183|86|Finland
6394|Kirsi Maaria Hnninen|F|21|176|67|Finland
6395|Mika Stefan Hannula|M|26|179|86|Sweden
6396|Tawin Hanprab|M|18|176|58|Thailand
6397|Rainer Hanschke|M|24|173|67|East Germany
6398|Alf John Hansen|M|40|185|85|Norway
6399|Bent Hansen|M|26|175|72|Denmark
6400|Brendan Joseph Hansen|M|30|183|85|United States
6401|Brian Hansen|M|19|183|82|United States
6402|Erik Rosendahl Hansen|M|28|182|77|Denmark
6403|Erik Herman Hansen|M|35|178|87|Denmark
6404|Frank Hansen|M|30|193|92|Norway
6405|Frederick Morgan "Fred" Hansen|M|23|183|75|United States
6406|Henrik Toft Hansen|M|29|200|105|Denmark
6407|Jena Mai Hansen|F|27|166|60|Denmark
6408|Joseph "Joey" Hansen|M|24|198|97|United States
6409|John rsted Hansen|M|26|185|82|Denmark
6410|Jrgen Emil Hansen|M|33|178|74|Denmark
6411|Kevin Christopher Hansen|M|26|196|93|United States
6412|Kieran Hansen|M|22|176|78|Australia
6413|Lasse Norman Hansen|M|24|180|73|Denmark
6414|Mikkel Hansen|M|28|196|98|Denmark
6415|Pia Carina Hansen (Larsson-)|F|34|181|90|Sweden
6416|Ren Toft Hansen|M|31|200|105|Denmark
6417|Sverre Hilmar Hansen|M|24|174|66|Norway
6418|Marcel Fernand Hansenne|M|31|184|72|France
6419|Boden Joseph "Bo" Hanson|M|31|199|100|Australia
6420|Brooke Louise Hanson (-Clarke)|F|26|175|67|Australia
6421|Janine Hanson|F|29|178|70|Canada
6422|Gert Ingvar Severin Hansson|M|29|200|96|Sweden
6423|Kent Roger Hansson|M|26|186|83|Sweden
6424|Thomas Happe|M|26|189|87|West Germany
6425|Janne Mikael Happonen|M|21|180|63|Finland
6426|Masahiko Harada|M|29|173|58|Japan
6427|Masao Harada|M|23|177|60|Japan
6428|Saho Harada|F|25|166|56|Japan
6429|Ingrid Haralamow-Raimann|F|29|174|73|Switzerland
6430|Hisayoshi Harasawa|M|24|191|125|Japan
6431|Rudolf Waldemar "Rudi" Harbig|M|22|174|62|Germany
6432|Anfernee Deon "Penny" Hardaway|M|24|200|91|United States
6433|Timothy Duane "Tim" Hardaway|M|34|180|88|United States
6434|Sarah Lucy Hardcastle (-Thomas)|F|15|183|60|Great Britain
6435|James Edward "Trey" Hardee, III|M|28|196|96|United States
6436|James Edward Harden, Jr.|M|22|196|100|United States
6437|Timothy M. "Tim" Harden|M|22|178|77|United States
6438|Kelly Hardie|F|38|182|80|Australia
6439|Glenn Foster Hardin|M|26|188|75|United States
6440|Tanya Victoria Harding|F|36|172|72|Australia
6441|Adrien Hardy|M|26|197|87|France
6442|Catherine "Cathy" Hardy (-Lavender)|F|22|157|47|United States
6443|Jessica Adele Hardy (-Meichtry)|F|25|180|70|United States
6444|Thomas Truxtun Hare|M|25|185|90|United States
6445|Jean-Louis Harel|M|26|187|77|France
6446|John Lawson Hargis|M|21|188|79|United States
6447|Andrs Hargitay|M|16|188|71|Hungary
6448|Norman Edward "Ted" Hargreaves|M|24|180|81|Canada
6449|Ingrid Roelinda Haringa|F|32|175|70|Netherlands
6450|Gnter Haritz|M|23|180|76|West Germany
6451|Arsi Ilari Harju|M|26|183|110|Finland
6452|Matti Efer "Efraim" Harju|M|22|178|65|Finland
6453|Arto Kalevi Hrknen|M|25|190|90|Finland
6454|Kiplan Paul "Kip" Harkrider|M|20|180|77|United States
6455|Georgina Claire Harland (-Seccombe)|F|26|177|62|Great Britain
6456|Carl Hrleman|M|21|171|67|Sweden
6457|David A. Harlock|M|22|188|89|Canada
6458|Johan Georg Harmenberg (kerman-)|M|25|179|71|Sweden
6459|Nina Adams Harmer (-Thompson)|F|18|173|64|United States
6460|Christa Deanne Harmotto-Dietzen|F|29|188|79|United States
